user_id,title,tags,logo,company,location,email,website,description
1,"

React.jsDeveloper","

css,html5,bootstrap,ajax,git,debugging,oojs,mongodb,mobile,svn,javascript,nosql,cassandra

",,"
CodevianTechnologiesPvt.Ltd.

",Pune,info@kaya.co.ke,http://www.codevian.com,"Roles and ResponsibilitiesWeb application development experience in HTML5, CSS3 and JavaScript (including new ES features)Hands-on experience in building high performant React applicationsBasic understanding of server-side CSS pre-processing platforms, such as LESS and SASSGood understanding of asynchronous request handling, partial page updates, and AJAXProficient in using media queries and CSS frameworks like bootstrap or Foundation for implementing responsive web design patterns in the applicationsGood understanding of application debugging techniquesExperienced in Agile methodologiesHands-on experience working with Object Oriented JavaScript (OOJS), JavaScript libraries and their practical uses in building complex interactive experiencesUnderstanding of SEO and accessibility issues and how they relate to developmentHands-on experience working with TDD in JS with the help of frameworks like Mocha, Chai, Jest, Enzyme, React Testing Lib etc.Knowledge of common JavaScript design patternsExperience in owning Code Quality and Code Review processesExperience in version control tools like git and svnExperience in state management libraries like Redux and MobXFamiliarity with various component libraries and design systemsExperience with NoSQL using MongoDB/Cassandra is a plus.Experience in working with Amazon Web Services (AWS) like S3, EMR, and EC2 is preferred"
1,"

UI(ReactJs)Developer","

workingcapital,verification,cashmanagement,invoicing,finance

",,"
BottomlineTechnologies

",Bengaluru / Bangalore,info@kaya.co.ke,http://www.bottomline.com,"Summary: Bottomline Technologies continues to deliver compelling user experiences built with modern UI technologies to large banks and financial institutions around the world. We are looking to add the right individual to our highly skilled and dedicated UI Development group. As a UI Developer at Bottomline, you will have the opportunity to contribute to one of Bottomlines key Platforms.Job Title: UI DeveloperLocation: Bangalore (weekly 2 days - work from office in Mahadevapura, Bangalore)Type: Full-time, PermanentJob DutiesCollaboration with product designers and UX specialistsTranslation of UX designs into UI ComponentsParticipation in Code ReviewsProvide clear communication to senior managementMaintenance of Bottomlines UI Design LibraryExperienceStrong JavaScript knowledge, both ES5 and ES6A strong proponent of clean, valid, maintainable, and semantically correct HTML and CSSA strong understanding of Responsive Design principlesIn-depth knowledge of the capabilities of Firefox, Safari, and ChromeWorking expertise of React and the overall React ecosystem.Working experience of WCAG 2.0 Level A and AA success criteriaExperience writing unit and integration tests a plusExperience with Agile methodology a plusExperience with Backbone and Marionette is a plus.Requirements3  years of UI Development mainly with ReactJS & JavaScript.Degree in modern Web Technologies or equivalent studies in Computer ScienceOnline portfolio or live example of work"
1,"

SeniorUI(ReactJs)Developer","

css,firefox,grunt,html,mobile,javascript

",,"
BottomlineTechnologies

",Bengaluru / Bangalore,info@kaya.co.ke,http://www.bottomline.com,"Responsibilities  Provide clear communication across multiple scrum teams to senior management.  Helping to keep our development best practices up to date.  Participation in Code Reviews.  Creation of prototypes and proof of concepts to drive the future state of one of Bottomlines platforms.  Provide effort and risk estimates to support planning.  Collaboration with product designers and UX specialists to refine component specifications and translate those designs into UI Components.  Maintenance and contribution to Bottomlines UI Design Library. Key Skills  Excellent level of JavaScript knowledge, both ES5 and ES6.  Strong expertise of React and the overall React ecosystem.  A strong proponent of clean, valid, maintainable, and semantically correct HTML and CSS.  Working knowledge of CSS frameworks LESS and JSS.  Demonstrable experience of Mobile First development practices and solid understanding of Responsive5 Design principles.  Understanding of front-end build and packaging tools such as Webpack, Rollup, Grunt or Gulp is a plus.  Experience writing unit and integration tests.  In-depth knowledge of the capabilities of Firefox, Safari, and Chrome.  Working experience with WCAG 2.0 Level A and AA success criteria is a plus  Experience with Backbone and Marionette is a plus.  Experience with Agile (SCRUM) methodology is a plus.  Exceptional communication skills. Requirements  5  years experience working as a UI Developer.  Tech. in Computer Science or equivalent studies in modern technologies.  Online portfolio or live example of work."
1,"

React.JsDeveloper","

css,html,basedUIlibrary

",,"
CybageSoftwarePvtLtd

","Gandhinagar,  Hyderabad/Secunderabad,  Pune",info@kaya.co.ke,http://www.cybage.com/,"Experience: 4 yrs.Relevant experience in application development and ReactJS.Knowledge of React hooks such that use Context, use Reducer, use Effect.Knowledge of React props and state management (both functional and class component)Strong understanding of Error boundary concept of react.Work experience with any react based UI library or Redux is preferableExperience in building cross-browser layouts with CSS and HTML"
1,"

Sr.ReactJSDeveloper","

Kotlin,Typescript,webapplications,OOP,designpatterns

",,"
TECHNOPARKTRIVANDRUM

",Thiruvananthapuram,info@kaya.co.ke,"Technology (IT, Telecom, Dot Com etc) (Software Products Companies)","Skills Required:Well versed in best practices in OOP, design patterns, SOLID principles, clean code and testingExperience in Java/Spring Boot, MySQL would be a strong plusFlexible and open-minded personalityYou believe in lean and agile development (Scrum, Kanban)You have passion for clean and beautiful code, with an eye for simplicity and pragmatismYou get up to speed with new systems and concepts quicklyYou understand that quality is assured by the team, not solely by the QA engineerPerform regular/periodic peer/code reviewsAbility to take a hands-on approach to identifying and optimizing existing code and code developed by other team membersPreferred skillsWilling to learn Kotlin, TypescriptWorked on Progressive Web ApplicationsDevelop quality code for our high traffic web applications - front end and back endOwn the entire development lifecycleFollow and shape processes aimed at efficiently creating software of the highest qualityCooperate within cross-functional and international agile teamsBe data-driven, analyze impact of features, test hypotheses and implement new solutions"
1,"

FrontEndDeveloper(React.js)","

fundamentals,rest,css,problemsolving,react.js,java,infrastructure,html

",,"
sparkeighteen

","Delhi,  Delhi/NCR",info@kaya.co.ke,https://www.sparkeighteen.com/careers/,"Front End Developer (React.js) Delhi We are looking for an experienced top-notch full-stack developer to grow with our dev team. As a React.js Developer, you will be involved from conception to completion with projects that are technologically sound and aesthetically impressive.The Role The primary focus will be on developing user interface components and implementing them following well-known React.js workflows (such as Flux or Redux). You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is important.Responsibilities: Developing user interface components and implementing them following well-known React.js workflows (such as Flux or Redux).Ensuring that these components and the overall application are robust and easy to maintain.Develop new user-facing features using React.js and Building reusable components and front-end libraries for future use.Translate designs and wireframes into high quality code and optimize components for maximum performance across a vast array of web-capable devices and browsers.Understand the business requirements and translate them into technical requirements with a knack for benchmarking and optimization.Develop a flexible and well-structured front-end architecture, along with the APIs to support it.Construct visualizations that are able to depict vast amounts of dataQualification & Skillset: Bachelors Degree or equivalent in Computer Science & Experience with Java ScriptThorough understanding of React.js and its core principles and Experience with popular React.js workflows (such as Flux or Redux)Core web fundamentals: HTML, Java Script and CSS and Knowledge of CSS pre-processor like Sass or LESS"
1,"

ExperiencedSeniorReact.JSDeveloper","

javascript,react.js,git,webtechnologies,webdevelopment,mysql,mongodb

",,"
CodeFireTechnologiesPvtLtd

",Noida/Greater Noida,info@kaya.co.ke,https://www.codefire.org/,"Job Summary:Job Summary: We are seeking an experienced React.JS Developer to join our team. The ideal candidate will have a total of 3-6 years of experience in developing and maintaining web applications using React.JS. The role requires excellent logical and programming skills, the ability to lead a team, and handle clients.Responsibilities:Develop and maintain high-quality web applications using React.JS.Lead and mentor a team of developers.Work closely with clients to understand their requirements and provide solutions that meet their needs.Collaborate with cross-functional teams to design, develop and implement new features.Ensure code quality, testing, and documentation standards are maintained throughout the development process.Keep up to date with the latest trends and emerging technologies in web development.Requirements:Bachelor's degree in Computer Science or related field3-6 years of experience in React.JS developmentStrong programming skills in JavaScript, MongoDb, Mysql and related web technologiesExperience in leading a team and handling clientsExcellent logical and problem-solving skillsStrong communication and interpersonal skillsExperience with Agile development methodologiesAbility to work independently and as part of a teamFamiliarity with Git and other version control systemsWe offer a competitive salary package, a friendly and collaborative work environment, and opportunities for career growth and development. If you are passionate about Software development and want to join a dynamic and innovative team, please apply with your updated resume and portfolio. You may apply at hr@codefire.in or call/ whatsapp at  91-704.220.3446.For more details about company you may check:Website: https://codefire.org/Facebook: https://www.facebook.com/codefire.inLinkedin: https://in.linkedin.com/company/codefire-technologies-pvt-ltd"
1,"

Senior/LeadEngineer-React.js","

fundamentals,css,softwaredesign,javascript,react.js,webtechnologies,html,datastructures,api

",,"
QburstTechnologiesPvtLtd

","Calicut/ Kozhikode,  Cochin/ Kochi/ Ernakulam",info@kaya.co.ke,http://www.qburst.com ,"Description We are seeking React.js experts to act as Developer alongside technical, functional and industry specialists, and assist in creating innovative system solutions.Responsibilities Developing new user-facing features using React.js (Flux/ Redux)Translating designs and wireframes into high quality codeAssume ownership of code throughout development, staging, testing and productionEvaluate code to ensure that it is valid, is properly structured, meets industry standards and is compatible with browsers, devices, or operating systemsLiaise with relevant business and technical teams in relation to delivering solutionsRequirements Experience developing web applications with modern JavaScript programming frameworks, tooling and librariesExpert knowledge of JavaScript, CSS, HTML and related web technologiesExperience with popular React.js workflows (such as Flux or Redux)Strong Computer Science fundamentals with competencies in software design, data structures and problem-solvingExperience with API integration and developmentExperience in Cloud platform would be a plus (AWS / GCP)"
1,"

SeniorFrontendEngineer-React.js","

css,html5,bootstrap,react.js,git,mvvm,html,softwareengineering,mvc,svn,javascript,messaging

",,"
VSHSolutions

",Pune,info@kaya.co.ke,http://www.vshsolutions.com,"Apply only if you have a minimum of 3 years of experience. Skills and Qualifications: Strong communication skills in English, written and verbal , Strong analytic skills and work ethic.HTML, CSS, SCSSProficient in markup coding by hand  HTML5 and/or XHTML 1.0Proficient in CSS3 and responsive web codingExperience developing cross-browser and cross-platform compatible solutionsExperience in creative, visually stunning, front end for web-based applicationA Bachelors degree in Computer Science (CS), Software Engineering (SE) or related technical field is preferred for the position is Must.Advanced Level Skills: CSS/SCSS using BEM class namingFront end build experience with Gulp and WebpackVersion control with Git (as well as SVN preferred)Strong Experience in Javascript Frameworks like Angular, ReactExperience in building multi-tier SaaS applications with exposure to micro-services, caching, pub-sub, messaging technologiesExperience with MVC & MVVM design patternsFamiliarity with ES6/ES7,UI components library (such as material-ui or Bootstrap) and RESTful APIsExperience with popular React.js workflows (such as Flux or Redux)"
1,"

SeniorSoftwareEngineer(React.JS)","

seniorsoftwareengineer,react.js,database,xml,games,json,api,mongodb,teamplayer,javascript,ioc,angularjs

",,"
NielsenResearchLtd.Co.

",Mumbai,info@kaya.co.ke,http://in.nielsen.com/site/index.shtml,"The products that the Applications team develop and support include: Our widget platform, a React based product enabling our customers to integrate our sports data directly in their web pagesOur hosted pages platform, a NodeJS and Express based product supplying seamless white labeled sports results pages to our customersExamples of projects you will be working on in the next year: Development of a generic schedule widget that is able to display all sports in all time zones in all languagesDevelopment of widgets that can render in Smart TV applicationsCreation of Olympic widgets to give clients a full and rich Olympic coverage for the Paris 2024 OlympicsWe are: A multinational company, with clients like FIFA, NOS, NBC, IOC, Eurosport, , and many moreWorking in an Agile and Scrum development environmentWorking with state of the art techniques (React, , MongoDB, Kubernetes, AWS Lambda e.g.)We Offer: An informal atmosphere in a dynamic media company with opportunities for ownership and personal developmentMotivated, sports minded colleaguesA competitive salary and good benefitsThe ideal candidate: At least 5 years of experience in JavaScriptExperience with React, ES6, Jest, WebPack, MongoDB and SassMinimum of three years of experience as a programmerWrite unit tested code as part of standard coding practicesEnergetic team playerExperience working in an Agile environment.Good communication skills and able to share his/her knowledge with the team.Good knowledge of the English language, both spoken and written.B.E / / BCA/ MCA in Computer Science, Engineering or a related subject.Furthermore, it is an advantage if you: Have an affinity with sportsAre used to working with the scrum frameworkLike to understand and brainstorm about architectureHave experience with APIs, JSON(P) and XMLHave knowledge of other (front end) technologies like , AngularJS and TypescriptExperience in working on public cloud environments like AWS, Azure w.r.t. solutions development, deployment & adoption of cloud based technology components like IaaS / PaaS offerings."
